property_id,title,location,district,region,latitude,longitude,price,property_type,bedrooms,bathrooms,area_size,listing_type,year_built,furnished,dist_to_beach,property_type_encoded,listing_type_encoded,location_score,is_beachfront,is_tourist_area,dist_to_city
PROP1507,Luxurious 1 Bedroom Condo in Flic en Flac,Flic en Flac,Black River,West,-20.27187163492517,57.3611604111383,425000,condo,1,1,137,sale,1994.0,False,3.1249455398779564,3,1,85,0,1,13.121917434746216
PROP1508,Elegant 3 Bedroom House in Vacoas,Vacoas,Plaines Wilhems,Central,-20.306488204432696,57.47220924040628,270000,house,3,3,201,rent,2018.0,True,13.94842055698006,1,0,50,0,0,4.799726978475849
PROP1509,243 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.036812685462078,57.53813154261795,255000,land,0,0,243,sale,0.0,False,2.698939847512517,4,1,85,0,1,14.551566662952343
PROP1510,Charming 5 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.216432209154117,57.45672231534575,1060000,villa,5,5,384,rent,2022.0,True,10.813940949225447,2,0,55,0,0,5.815031806556739
PROP1511,Luxurious 5 Bedroom House in Tamarin,Tamarin,Black River,West,-20.332194188487296,57.374289331039535,230000,house,5,6,111,sale,1988.0,True,4.866470753192383,1,1,80,0,0,13.891880089953087
PROP1512,Beautiful 2 Bedroom House in Tamarin,Tamarin,Black River,West,-20.31695535057061,57.37221624473639,345000,house,2,3,165,rent,2007.0,True,4.363866512327524,1,0,80,0,0,13.250270636088608
PROP1513,677 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30166340455395,57.47398195622607,525000,land,0,0,677,sale,0.0,False,12.861156979613266,4,1,50,0,0,4.241059692825327
PROP1514,Spacious 2 Bedroom House in Belle Mare,Belle Mare,Flacq,East,-20.20326903216206,57.778741642395566,475000,house,2,2,248,rent,1981.0,True,3.902896473417401,1,0,75,0,1,31.400003180807875
PROP1515,Luxurious 5 Bedroom Apartment in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.21797760041501,57.78663045471431,220000,apartment,5,1,99,sale,2005.0,False,1.928627249826151,0,1,65,0,0,31.894703427509672
PROP1516,Charming 2 Bedroom Condo in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.25884455091397,57.47406629171824,420000,condo,2,3,195,rent,1999.0,True,7.623427331465581,3,0,60,0,0,0.7840615623301664
PROP1517,655 sqm Land in Mahebourg,Mahebourg,Grand Port,East,-20.40859757481128,57.70059224007017,380000,land,0,0,655,rent,0.0,False,4.6625818524248,4,0,45,0,0,22.853726420360072
PROP1518,Elegant 3 Bedroom Villa in Port Louis,Port Louis,Port Louis,North,-20.15731256693039,57.50675499031064,815000,villa,3,2,252,sale,2016.0,False,1.261770143959207,2,1,65,0,0,1.009706025325831
PROP1519,669 sqm Land in Belle Mare,Belle Mare,Flacq,East,-20.204721856702587,57.78763596636319,655000,land,0,0,669,rent,0.0,False,3.761158289355832,4,0,75,0,1,32.40024587354243
PROP1520,Modern 2 Bedroom Villa in Curepipe,Curepipe,Plaines Wilhems,Central,-20.32385871330734,57.50720034443182,860000,villa,2,2,367,rent,2012.0,True,6.940532383865451,2,0,55,0,0,1.3458465714525956
PROP1521,Luxurious 2 Bedroom Apartment in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.225080928671712,57.79016511721203,125000,apartment,2,1,54,sale,2023.0,False,4.865768533333212,0,1,65,0,0,32.00585604952372
PROP1522,Cozy 1 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31474561260156,57.51389526679745,270000,house,1,2,172,sale,2014.0,False,5.073625054064154,1,1,55,0,0,0.3408770855505957
PROP1523,Luxurious 5 Bedroom Villa in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.027087062083,57.54010516090436,935000,villa,5,3,225,sale,2004.0,True,1.526709824259727,2,1,85,0,1,15.647611974288699
PROP1524,Luxurious 1 Bedroom House in Souillac,Souillac,Savanne,South,-20.52058357183455,57.51553873453969,220000,house,1,2,198,rent,1999.0,False,14.842277261913244,1,0,40,0,0,22.686882312118374
PROP1525,780 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.23190120669163,57.79447822772689,635000,land,0,0,780,rent,0.0,False,2.6064600778175637,4,0,65,0,0,32.23257211719166
PROP1526,Luxurious 5 Bedroom House in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.026790907856867,57.54773029633906,690000,house,5,4,288,rent,2009.0,False,2.896718109074841,1,0,85,0,1,15.94651845973726
PROP1527,Modern 2 Bedroom Villa in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.04178369496775,57.535979585976094,1700000,villa,2,3,360,rent,1990.0,True,4.5954893784457775,2,0,85,0,1,13.953729794193974
PROP1528,Cozy 3 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.417231950867595,57.7057117537696,345000,house,3,4,208,sale,2013.0,True,1.365066861699075,1,1,45,0,0,23.799267303696794
PROP1529,Spacious 2 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.43585127490082,57.70815847962007,1300000,villa,2,1,291,rent,2003.0,True,4.144511766387193,2,0,70,0,1,25.07005186790719
PROP1530,Spacious 3 Bedroom Condo in Blue Bay,Blue Bay,Grand Port,East,-20.43254240393413,57.70711696441058,280000,condo,3,2,94,rent,2004.0,True,2.8516414797042056,3,0,70,0,1,24.778688069054024
PROP1531,598 sqm Land in Tamarin,Tamarin,Black River,West,-20.33131917229936,57.37434584999877,665000,land,0,0,598,rent,0.0,False,4.358194518549647,4,0,80,0,0,13.833766865853345
PROP1532,Charming 4 Bedroom House in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.24470778139512,57.46200654160605,375000,house,4,3,266,rent,1986.0,False,6.941643841554833,1,0,55,0,0,2.8445017128764203
PROP1533,Luxurious 2 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22610828970426,57.45749977093866,455000,house,2,3,250,sale,2014.0,False,8.477915445933444,1,1,55,0,0,4.822097205130923
PROP1534,Elegant 2 Bedroom Villa in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.02553303141033,57.554502259752034,935000,villa,2,3,234,sale,1990.0,False,3.5837467148007534,2,1,85,0,1,16.34663403137278
PROP1535,Spacious 2 Bedroom Villa in Belle Mare,Belle Mare,Flacq,East,-20.20134130666354,57.77175478411443,600000,villa,2,1,169,rent,1993.0,False,4.567670388593539,2,0,75,0,1,30.601665247805432
PROP1536,Luxurious 1 Bedroom Villa in Flic en Flac,Flic en Flac,Black River,West,-20.27203018615689,57.3661103592243,875000,villa,1,2,207,rent,2002.0,False,2.6169851688073025,2,0,85,0,1,12.575077709511477
PROP1537,Elegant 3 Bedroom Condo in Belle Mare,Belle Mare,Flacq,East,-20.203508421934544,57.78699610661414,415000,condo,3,2,170,rent,2006.0,True,2.3655151555647014,3,0,75,0,1,32.31046363746289
PROP1538,965 sqm Land in Flic en Flac,Flic en Flac,Black River,West,-20.26958866925919,57.369060460693454,1120000,land,0,0,965,rent,0.0,False,1.8592250964856905,4,0,85,0,1,12.231277770078126
PROP1539,Modern 2 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.28234338793803,57.373071783486,570000,house,2,2,240,sale,1998.0,True,2.074242498868016,1,1,85,0,1,11.947766896744426
PROP1540,Charming 4 Bedroom Apartment in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.037904397075096,57.54899781624737,160000,apartment,4,2,56,sale,2024.0,False,2.4968131459392744,0,1,85,0,1,14.844439962030144
PROP1541,Cozy 3 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.315769726981287,57.508655482609285,275000,apartment,3,3,149,rent,2012.0,True,9.068043009029504,0,0,55,0,0,0.8831338262439626
PROP1542,Luxurious 1 Bedroom Condo in Tamarin,Tamarin,Black River,West,-20.333606286207083,57.37425248979925,515000,condo,1,2,172,sale,2022.0,True,4.697668935413757,3,1,80,0,0,13.981558409077486
PROP1543,Elegant 4 Bedroom House in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.27129285167426,57.483662843851775,495000,house,4,2,265,rent,2018.0,False,5.269856381116716,1,0,60,0,0,0.9737830166832955
PROP1544,Elegant 2 Bedroom House in Mahebourg,Mahebourg,Grand Port,East,-20.406588966629432,57.69785288490393,275000,house,2,2,186,rent,1990.0,False,4.717609992763977,1,0,45,0,0,22.48202822721713
PROP1545,Luxurious 2 Bedroom Apartment in Souillac,Souillac,Savanne,South,-20.53123737839062,57.52317602344458,215000,apartment,2,1,138,sale,2013.0,True,14.524321037729033,0,1,40,0,0,23.88030746058937
PROP1546,305 sqm Land in Port Louis,Port Louis,Port Louis,North,-20.16288480422356,57.49356125122097,295000,land,0,0,305,sale,0.0,False,3.7896514789510256,4,1,65,0,0,0.6025989309757541
PROP1547,378 sqm Land in Blue Bay,Blue Bay,Grand Port,East,-20.44152235423292,57.70705727949351,450000,land,0,0,378,sale,0.0,False,2.742338426220022,4,1,70,0,1,25.306945425096846
PROP1548,Luxurious 5 Bedroom House in Flic en Flac,Flic en Flac,Black River,West,-20.28144118319104,57.37180500253038,315000,house,5,3,127,rent,2013.0,True,3.6304932668775423,1,0,85,0,1,12.069650129515104
PROP1549,Charming 2 Bedroom House in Blue Bay,Blue Bay,Grand Port,East,-20.447958906968747,57.71836615183107,430000,house,2,3,168,rent,2021.0,True,1.2407954269125172,1,0,70,0,1,26.74846428754968
PROP1550,Beautiful 3 Bedroom Apartment in Port Louis,Port Louis,Port Louis,North,-20.153689032986136,57.49829065330318,210000,apartment,3,2,87,sale,1997.0,False,2.374534597459102,0,1,65,0,0,0.913923625989946
PROP1551,702 sqm Land in Flic en Flac,Flic en Flac,Black River,West,-20.28032143002301,57.36499884368041,695000,land,0,0,702,rent,0.0,False,2.517312619416945,4,0,85,0,1,12.797309107805168
PROP1552,543 sqm Land in Belle Mare,Belle Mare,Flacq,East,-20.20251061061409,57.77387223956564,485000,land,0,0,543,rent,0.0,False,4.415720115554294,4,0,75,0,1,30.85299944933942
PROP1553,Spacious 2 Bedroom Apartment in Blue Bay,Blue Bay,Grand Port,East,-20.44333140358074,57.70712437778195,250000,apartment,2,3,86,rent,2004.0,False,1.564503831003047,0,0,70,0,1,25.42407260722452
PROP1554,677 sqm Land in Flic en Flac,Flic en Flac,Black River,West,-20.27023111155548,57.35520720172117,740000,land,0,0,677,rent,0.0,False,2.5806198433033405,4,0,85,0,1,13.770615738253046
PROP1555,Spacious 4 Bedroom House in Port Louis,Port Louis,Port Louis,North,-20.15640523227526,57.4957102378687,460000,house,4,1,219,sale,2009.0,False,3.6148749690901902,1,1,65,0,0,0.7052393084824959
PROP1556,214 sqm Land in Vacoas,Vacoas,Plaines Wilhems,Central,-20.29074903742485,57.478185805510535,130000,land,0,0,214,rent,0.0,False,10.949484386184013,4,0,50,0,0,2.9930638417776096
PROP1557,306 sqm Land in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.008747137423978,57.584756803741286,370000,land,0,0,306,sale,0.0,False,2.2321865194446877,4,1,90,0,1,19.48901764526131
PROP1558,Charming 4 Bedroom Condo in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.03923623037965,57.54064537404716,295000,condo,4,3,91,sale,2003.0,False,3.7935237316700734,3,1,85,0,1,14.38256629327839
PROP1559,Cozy 1 Bedroom House in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.242206391695,57.477283410075614,425000,house,1,1,247,rent,2007.0,False,14.372096234463184,1,0,55,0,0,2.405357241838148
PROP1560,Luxurious 4 Bedroom Condo in Curepipe,Curepipe,Plaines Wilhems,Central,-20.316765001887312,57.526457975903256,305000,condo,4,5,160,rent,2022.0,False,10.229345577653334,3,0,55,0,0,1.0960310874022932
PROP1561,Spacious 5 Bedroom Apartment in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.02005875316716,57.57552549682215,355000,apartment,5,5,112,sale,1990.0,False,3.0627270158241857,0,1,90,0,1,17.89490969922259
PROP1562,574 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.23450056907646,57.79631270021214,560000,land,0,0,574,sale,0.0,False,1.030755003353483,4,1,65,0,0,32.345406032472134
PROP1563,Elegant 5 Bedroom House in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.02363791171497,57.55291752786762,260000,house,5,3,111,sale,2008.0,False,4.985378528747611,1,1,85,0,1,16.476789440434256
PROP1564,Cozy 1 Bedroom Villa in Souillac,Souillac,Savanne,South,-20.523273197889463,57.51432490050128,700000,villa,1,1,315,sale,1993.0,False,5.51278213768553,2,1,40,0,0,22.986512222256525
PROP1565,Beautiful 4 Bedroom Villa in Mahebourg,Mahebourg,Grand Port,East,-20.40062580704828,57.694269691077366,735000,villa,4,3,308,sale,1987.0,True,3.842842393926134,2,1,45,0,0,21.83464407868489
PROP1566,653 sqm Land in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.02388996690503,57.54110876536692,810000,land,0,0,653,sale,0.0,False,1.7168556396153942,4,1,85,0,1,16.019553344833724
PROP1567,Modern 1 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.229531493374267,57.46230872709079,455000,house,1,2,291,sale,1989.0,False,5.137141648253363,1,1,55,0,0,4.235893500803758
PROP1568,Elegant 4 Bedroom Condo in Vacoas,Vacoas,Plaines Wilhems,Central,-20.29131170232744,57.48181564737938,295000,condo,4,4,166,rent,2004.0,True,6.88144422469369,3,0,50,0,0,3.0686401317237277
PROP1569,Charming 4 Bedroom House in Belle Mare,Belle Mare,Flacq,East,-20.189936406489547,57.78845762825289,375000,house,4,4,191,sale,2021.0,False,2.203595612914396,1,1,75,0,1,32.29120689806247
PROP1570,Beautiful 5 Bedroom Apartment in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.226725763752796,57.79814744014293,190000,apartment,5,5,86,sale,1986.0,False,1.3983582758356845,0,1,65,0,0,32.791925021835226
PROP1571,Beautiful 5 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.211500471817555,57.45317930807415,190000,apartment,5,3,114,rent,2019.0,True,9.84171118666341,0,0,55,0,0,6.479132771671059
PROP1572,Beautiful 2 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.51380599589784,57.52357334409668,130000,condo,2,2,97,rent,2004.0,True,13.140130957147178,3,0,40,0,0,21.947918916262207
PROP1573,Spacious 2 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.308940461147984,57.51626030655499,205000,apartment,2,1,133,rent,1998.0,True,6.529339427575536,0,0,55,0,0,0.8066905123872923
PROP1574,Beautiful 5 Bedroom House in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.21819359089029,57.7824277868282,335000,house,5,4,188,sale,1993.0,True,3.285611758775777,1,1,65,0,0,31.44841149087984
PROP1575,Spacious 3 Bedroom Condo in Vacoas,Vacoas,Plaines Wilhems,Central,-20.292824574810886,57.487940210157326,350000,condo,3,1,192,rent,2003.0,True,11.459931303098614,3,0,50,0,0,3.367849129777713
PROP1576,969 sqm Land in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.267877833700545,57.488745877755015,770000,land,0,0,969,sale,0.0,False,7.710973617816631,4,1,60,0,0,1.1624391748586422
PROP1577,Cozy 1 Bedroom Villa in Port Louis,Port Louis,Port Louis,North,-20.158626825570217,57.49811924550274,540000,villa,1,2,162,rent,2006.0,False,1.4264627425095622,2,0,65,0,0,0.37351538648381366
PROP1578,Beautiful 5 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.448988325440546,57.719907963174045,945000,villa,5,5,219,rent,2006.0,True,4.203905359390603,2,0,70,0,1,26.954234760996822
PROP1579,Modern 1 Bedroom Villa in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.218789365693624,57.456624411552745,480000,villa,1,2,168,rent,1999.0,False,7.455684447247473,2,0,55,0,0,5.584424536008894
PROP1580,Charming 3 Bedroom Villa in Tamarin,Tamarin,Black River,West,-20.329167836982165,57.365409158425,750000,villa,3,3,206,sale,1980.0,False,4.161509121089916,2,1,80,0,0,14.556904791232133
PROP1581,Charming 3 Bedroom Condo in Vacoas,Vacoas,Plaines Wilhems,Central,-20.30218458807284,57.48179430226168,345000,condo,3,1,161,rent,2023.0,False,11.078376591750796,3,0,50,0,0,4.164894493756629
PROP1582,Modern 1 Bedroom Villa in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.038595830518844,57.5496911240307,965000,villa,1,2,251,rent,2002.0,False,4.442551620836685,2,0,85,0,1,14.802446812426815
PROP1583,Spacious 5 Bedroom House in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.21815216782657,57.78457357095394,245000,house,5,2,143,sale,2017.0,False,3.626554311528997,1,1,65,0,0,31.673575683466854
PROP1584,Cozy 1 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.449168492296003,57.704509640387045,1580000,villa,1,2,359,sale,1991.0,True,2.468052275574175,2,1,70,0,1,25.551865573873023
PROP1585,734 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.22199730070845,57.77993589989589,630000,land,0,0,734,rent,0.0,False,3.5952769231913893,4,0,65,0,0,31.044289957915723
PROP1586,Luxurious 3 Bedroom House in Tamarin,Tamarin,Black River,West,-20.32767126900995,57.36417952894712,460000,house,3,4,190,rent,1995.0,False,1.2035385489773942,1,0,80,0,0,14.593969010937242
PROP1587,Charming 5 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.29884254223813,57.47212585942373,220000,apartment,5,5,132,rent,1994.0,True,5.877523983609726,0,0,50,0,0,3.9660074819548163
PROP1588,Modern 3 Bedroom Condo in Souillac,Souillac,Savanne,South,-20.531287186311143,57.52138896879491,240000,condo,3,3,169,sale,1982.0,True,9.019998109805442,3,1,40,0,0,23.88059477693675
PROP1589,Modern 3 Bedroom House in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.027446092420067,57.58961065942129,400000,house,3,3,138,rent,1990.0,True,3.87660371930391,1,0,90,0,1,18.00332299520467
PROP1590,Luxurious 5 Bedroom Condo in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.233377339183143,57.79337400902652,360000,condo,5,5,145,sale,2015.0,False,2.015554273296408,3,1,65,0,0,32.067945187111235
PROP1591,Luxurious 1 Bedroom Villa in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.02969094848931,57.543152109273706,1435000,villa,1,1,397,rent,1980.0,False,4.509586493327771,2,0,85,0,1,15.475439302110344
PROP1592,603 sqm Land in Curepipe,Curepipe,Plaines Wilhems,Central,-20.30728754088265,57.51119167919439,440000,land,0,0,603,rent,0.0,False,9.573936099753707,4,0,55,0,0,1.1571815825461274
PROP1593,318 sqm Land in Port Louis,Port Louis,Port Louis,North,-20.16249192548461,57.5033667563807,270000,land,0,0,318,rent,0.0,False,4.5000297432797485,4,0,65,0,0,0.500144473812067
PROP1594,Cozy 4 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.295282193822864,57.48646512603315,110000,apartment,4,2,69,sale,1997.0,True,8.148093508469929,0,1,50,0,0,3.5888784099251945
PROP1595,790 sqm Land in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.233311732914224,57.46922875890105,640000,land,0,0,790,rent,0.0,False,7.96536812984758,4,0,55,0,0,3.5571574621303492
PROP1596,Elegant 1 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.29274926310311,57.47139513082153,100000,apartment,1,1,64,sale,1990.0,True,13.8442388399184,0,1,50,0,0,3.325232547347187
PROP1597,967 sqm Land in Blue Bay,Blue Bay,Grand Port,East,-20.44678142571067,57.70679493177279,900000,land,0,0,967,sale,0.0,False,2.127358114291286,4,1,70,0,1,25.608453175331604
PROP1598,Luxurious 1 Bedroom Apartment in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.027105377189624,57.57259761055563,305000,apartment,1,2,108,rent,2018.0,True,3.8949630415458505,0,0,90,0,1,17.052478870106203
PROP1599,Charming 5 Bedroom Apartment in Souillac,Souillac,Savanne,South,-20.515330808447693,57.5220471988628,135000,apartment,5,5,113,rent,2020.0,False,14.70969736126769,0,0,40,0,0,22.111788105084685
PROP1600,Beautiful 4 Bedroom Villa in Blue Bay,Blue Bay,Grand Port,East,-20.44249602347033,57.71286179526705,1395000,villa,4,5,371,rent,1989.0,False,4.4367713868874645,2,0,70,0,1,25.905929904029634
PROP1601,Beautiful 4 Bedroom Apartment in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.27360771545309,57.47279527821427,155000,apartment,4,2,82,rent,2022.0,False,7.593601893220217,0,0,60,0,0,1.2941895483257002
PROP1602,Beautiful 1 Bedroom Villa in Vacoas,Vacoas,Plaines Wilhems,Central,-20.29075756960948,57.485140437932735,560000,villa,1,2,240,rent,2022.0,True,7.644393953974427,2,0,50,0,0,3.0664891614634766
PROP1603,Modern 5 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22016826184505,57.46729906187724,245000,apartment,5,1,131,sale,1995.0,False,7.608205292702381,0,1,55,0,0,5.017139483760344
PROP1604,529 sqm Land in Souillac,Souillac,Savanne,South,-20.519936290381064,57.52168091742848,260000,land,0,0,529,rent,0.0,False,12.020864821817998,4,0,40,0,0,22.62175962498114
PROP1605,Elegant 1 Bedroom Villa in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.220540710892475,57.78554507433927,1050000,villa,1,1,310,rent,1998.0,False,2.27581981416821,2,0,65,0,0,31.685037513514317
PROP1606,Spacious 4 Bedroom Condo in Quatre Bornes,Quatre Bornes,Plaines Wilhems,Central,-20.26740766857094,57.472444493041934,205000,condo,4,1,91,sale,2020.0,True,12.687668295923912,3,1,60,0,0,0.8403150541367649
PROP1607,Beautiful 4 Bedroom Condo in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.034289011209214,57.54845337445354,470000,condo,4,3,141,rent,1997.0,True,4.928328540796355,3,0,85,0,1,15.195288384946137
PROP1608,Luxurious 1 Bedroom Villa in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.24103034962984,57.47280365639915,590000,villa,1,1,256,sale,1986.0,False,6.250112426597928,2,1,55,0,0,2.6222817247930315
PROP1609,Beautiful 2 Bedroom House in Vacoas,Vacoas,Plaines Wilhems,Central,-20.29795238696319,57.4767162047574,305000,house,2,1,217,sale,2016.0,False,9.45012141574202,1,1,50,0,0,3.800138157137614
PROP1610,Spacious 4 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.153726519229146,57.50134577945912,510000,condo,4,5,188,sale,2013.0,True,3.0695557974889547,3,1,65,0,0,0.9470038693368537
PROP1611,269 sqm Land in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.234862798988768,57.783431487892855,240000,land,0,0,269,sale,0.0,False,3.1759750052492386,4,1,65,0,0,30.963784390809227
PROP1612,Elegant 5 Bedroom Apartment in Blue Bay,Blue Bay,Grand Port,East,-20.446450411158143,57.70581549086298,160000,apartment,5,3,57,rent,2016.0,True,4.74879832915452,0,0,70,0,1,25.498048585192237
PROP1613,Luxurious 1 Bedroom Condo in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.249384082684312,57.47553775170151,190000,condo,1,2,103,sale,2007.0,True,6.862746704618154,3,1,55,0,0,1.6482968723495017
PROP1614,460 sqm Land in Belle Mare,Belle Mare,Flacq,East,-20.204246416915566,57.78808873444218,430000,land,0,0,460,sale,0.0,False,1.969114687168842,4,1,75,0,1,32.442271976522406
PROP1615,Cozy 2 Bedroom House in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.22152744180351,57.45713496836307,440000,house,2,1,275,rent,2011.0,False,8.314256395436976,1,0,55,0,0,5.287879452147885
PROP1616,Elegant 3 Bedroom Villa in Rose Hill,Rose Hill,Plaines Wilhems,Central,-20.24354026523541,57.47076203336157,710000,villa,3,3,290,rent,2003.0,True,14.099532886589932,2,0,55,0,0,2.4318337928833245
PROP1617,Cozy 2 Bedroom Apartment in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.016420723228165,57.577661584278445,150000,apartment,2,2,54,sale,2000.0,False,1.703242544651038,0,1,90,0,1,18.36290520112222
PROP1618,Modern 3 Bedroom Apartment in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21002394905185,57.46550829682877,100000,apartment,3,4,59,rent,2002.0,True,8.076124375718653,0,0,55,0,0,6.156846967591613
PROP1619,Luxurious 5 Bedroom Condo in Vacoas,Vacoas,Plaines Wilhems,Central,-20.299883893715734,57.468475530691165,255000,condo,5,6,132,rent,2006.0,False,12.900141139302177,3,0,50,0,0,4.17532181836777
PROP1620,Beautiful 3 Bedroom Apartment in Curepipe,Curepipe,Plaines Wilhems,Central,-20.311644665574825,57.52633728673805,270000,apartment,3,2,136,sale,2021.0,True,10.929438121920398,0,1,55,0,0,1.1932671648349906
PROP1621,Beautiful 2 Bedroom Condo in Beau Bassin,Beau Bassin,Plaines Wilhems,Central,-20.21118716288871,57.46305125725325,365000,condo,2,2,184,rent,2023.0,True,10.559702699959498,3,0,55,0,0,6.1056788510229545
PROP1622,Spacious 5 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.32151634921076,57.514173027362446,205000,house,5,4,129,sale,2018.0,True,10.335167093230613,1,1,55,0,0,0.6486975720410529
PROP1623,Modern 2 Bedroom House in Trou aux Biches,Trou aux Biches,Pamplemousses,North,-20.033875976732013,57.54804766142373,425000,house,2,1,160,sale,1989.0,False,3.120868310565964,1,1,85,0,1,15.221837252420205
PROP1624,Modern 5 Bedroom House in Souillac,Souillac,Savanne,South,-20.52641975545291,57.5187177048285,120000,house,5,3,102,rent,2012.0,False,12.998793790079985,1,0,40,0,0,23.335576821441148
PROP1625,Modern 2 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.291714156860408,57.47294031102796,195000,apartment,2,2,101,sale,1987.0,False,6.259781459825348,0,1,50,0,0,3.173012072826956
PROP1626,Beautiful 4 Bedroom Condo in Port Louis,Port Louis,Port Louis,North,-20.160756161787592,57.5062833797586,285000,condo,4,4,125,rent,2002.0,False,4.292575566242119,3,0,65,0,0,0.8293316736132046
PROP1627,Luxurious 2 Bedroom Apartment in Blue Bay,Blue Bay,Grand Port,East,-20.447304529562334,57.722756911877774,130000,apartment,2,1,54,sale,1987.0,False,2.228855602673797,0,1,70,0,1,27.118794798195932
PROP1628,Spacious 4 Bedroom House in Tamarin,Tamarin,Black River,West,-20.31852009029065,57.37749881034944,580000,house,4,3,255,sale,2017.0,True,3.1817996914684588,1,1,80,0,0,12.80936634398017
PROP1629,Beautiful 4 Bedroom Condo in Trou d'Eau Douce,Trou d'Eau Douce,Flacq,East,-20.222816994224672,57.78537021577394,250000,condo,4,5,109,sale,1995.0,False,4.2032718490482,3,1,65,0,0,31.582926310933516
PROP1630,Charming 1 Bedroom Apartment in Vacoas,Vacoas,Plaines Wilhems,Central,-20.294864332941245,57.47524429510932,100000,apartment,1,1,58,rent,2005.0,False,12.332234944045704,0,0,50,0,0,3.474600079421551
PROP1631,Modern 2 Bedroom Apartment in Grand Baie,Grand Baie,Rivière du Rempart,North,-20.01176639023525,57.58191443304895,350000,apartment,2,3,128,sale,2022.0,False,4.203684409415611,0,1,90,0,1,19.042727562043606
PROP1632,Charming 2 Bedroom House in Curepipe,Curepipe,Plaines Wilhems,Central,-20.31846219242001,57.51764978531393,420000,house,2,2,248,rent,2018.0,False,12.56978848567199,1,0,55,0,0,0.2768234906397919
